cluster_number,original_lat,original_lon,snapped_lat,snapped_lon,route_name,route_type,route_id,snap_distance_meters,num_students
16,13.1750723,80.0199562,13.1517338,80.0555896,Highway_unknown,highway,,4649.72,2
21,12.6148734,79.7593693,12.6382883,79.6529433,Highway_unknown,highway,,11837.7,2
32,12.889749859542372,80.02065346935727,12.8935183,80.070385,Highway_unknown,highway,,5406.77,2
37,13.03208992179679,80.26954579678024,13.0529816,80.2726116,Highway_unknown,highway,,2346.67,4
65,13.04053701132626,80.25298238052368,13.0506666,80.2504183,Highway_unknown,highway,,1160.1,2
