cluster_number,original_lat,original_lon,snapped_lat,snapped_lon,route_name,route_type,route_id,snap_distance_meters,num_students
273,13.11973023050608,80.23491540046227,13.1214332,80.2346229,Highway_unknown,highway,,191.99,17
274,13.124198710446365,80.23145015303918,13.1210005,80.2325534,Highway_unknown,highway,,375.16,9
275,13.182798492486551,80.31174871210193,13.1848216,80.3120766,Highway_unknown,highway,,227.74,14
276,13.188190476150735,80.30694747100901,13.1853766,80.3091633,Highway_unknown,highway,,394.27,8
277,12.970780880141684,80.14387586377731,12.9711116,80.1438633,Highway_unknown,highway,,36.8,8
278,12.966734551506098,80.14889706166086,12.9667066,80.1489133,Highway_unknown,highway,,3.57,16
279,13.097267038178346,80.14684396227851,13.097481666666669,80.14674666666667,Highway_unknown,highway,,26.09,14
280,13.092535570050876,80.14631527897645,13.097392,80.146057,Highway_unknown,highway,,540.73,10
281,13.119014429141226,80.19845095161837,13.1189483,80.1986533,Highway_unknown,highway,,23.11,19
282,13.114683183556052,80.19853100069547,13.11467,80.1975849,Highway_unknown,highway,,102.47,9
283,13.099344573495337,80.28903295361125,13.0980183,80.2934999,Highway_unknown,highway,,505.76,11
284,13.09312590124254,80.29146246780964,13.0930733,80.2918383,Highway_unknown,highway,,41.12,9
285,13.12815398311525,80.1251788365743,13.1291353,80.1243972,Highway_unknown,highway,,138.1,21
286,13.126431682546604,80.11825581682838,13.1257164,80.1185798,Highway_unknown,highway,,86.93,11
287,12.910032609535165,80.14261051861376,12.9097466,80.14283,Highway_unknown,highway,,39.72,18
288,13.017056945531955,79.73141007445699,13.0159997,79.7312021,Highway_unknown,highway,,119.7,4
290,13.135617045600815,79.91858047730884,13.136945,79.9184766,Highway_unknown,highway,,148.09,15
291,13.134237443137556,79.92740707105973,13.135185,79.9277433,Highway_unknown,highway,,111.48,8
292,13.054781481037814,80.12467201524261,13.0548334,80.1246356,Highway_unknown,highway,,6.99,11
293,12.902412466233748,80.06820990181036,12.901915,80.070865,Highway_unknown,highway,,293.05,11
294,12.980963937984187,80.22916728372344,12.98085,80.2293383,Highway_unknown,highway,,22.45,15
295,13.022086610900324,80.18428725927633,13.021176666666667,80.183655,Highway_unknown,highway,,122.19,11
296,13.03090264625048,80.1871167412048,13.0376933,80.1928716,Highway_unknown,highway,,979.19,12
297,13.031615764514408,80.16360667648681,13.0320501,80.1637649,Highway_unknown,highway,,51.25,30
298,13.035575721544014,80.16487230991007,13.038235,80.164635,Highway_unknown,highway,,296.81,8
299,12.844035660832724,80.06006781522488,12.8441166,80.0597953,Highway_unknown,highway,,30.88,12
300,13.075001917075472,80.2009562046802,13.0754673,80.2000617,Highway_unknown,highway,,109.84,19
301,13.118419103028767,80.15778050278962,13.117386666666668,80.16441833333333,Highway_unknown,highway,,727.94,13
302,13.11702495379996,80.16517767874794,13.1174233,80.1644583,Highway_unknown,highway,,89.62,10
306,12.942997672120203,80.13651938763425,12.94355,80.13792,Highway_unknown,highway,,163.74,15
307,12.937165759116036,80.13981642316901,12.9423933,80.1412933,Highway_unknown,highway,,602.91,12
308,13.091705678165656,80.1941469391039,13.0916833,80.1931667,Highway_unknown,highway,,106.19,14
309,13.087423912663816,80.19304522197203,13.0874168,80.1929855,Highway_unknown,highway,,6.52,29
310,13.086149560983412,80.19595971148902,13.0871498,80.1958179,Highway_unknown,highway,,112.28,16
311,13.018017609857846,80.2062812230815,13.0179983,80.2060216,Highway_unknown,highway,,28.21,13
312,13.028430986406734,80.20789146390362,13.0283583,80.2085566,Highway_unknown,highway,,72.51,21
313,13.074543037526464,80.18618691759953,13.072005,80.18725,Highway_unknown,highway,,304.8,14
314,13.073654179130378,80.19093440178162,13.0739266,80.1908666,Highway_unknown,highway,,31.17,8
315,12.871765520419515,79.7029077920404,12.8728842,79.7029638,Highway_unknown,highway,,124.54,2
316,12.911307104887513,80.23122204368227,12.9118835,80.2289962,Highway_unknown,highway,,249.61,3
317,12.83652303081882,79.71515473638577,12.8375506,79.70685,Highway_unknown,highway,,907.59,10
318,13.119893264475234,80.07571177272361,13.1192866,80.0758533,Highway_unknown,highway,,69.18,22
320,13.200105332728814,80.1754313140581,13.2001686,80.1782417,Highway_unknown,highway,,304.33,13
321,13.10037248603338,80.18736002175437,13.1000006,80.1874828,Highway_unknown,highway,,43.44,17
322,13.097443466606174,80.19327608290058,13.0974817,80.1932716,Highway_unknown,highway,,4.28,6
323,13.039611790271678,80.09208102000892,13.03809,80.0872533,Highway_unknown,highway,,549.67,13
325,13.097560059145016,79.86154129471211,13.0965745,79.8600482,Highway_unknown,highway,,195.34,3
326,13.072427978616592,80.215981308378,13.0724167,80.2156162,Highway_unknown,highway,,39.57,20
327,13.068681309563344,80.21602488545288,13.0689668,80.2153205,Highway_unknown,highway,,82.64,14
328,13.072532777169682,80.22039243023096,13.07285,80.221005,Highway_unknown,highway,,75.14,11
329,13.040822410573243,80.22431084859083,13.04689,80.2254766,Highway_unknown,highway,,686.4,18
330,13.045087359272372,80.22139990942692,13.0476983,80.22214,Highway_unknown,highway,,301.19,5
331,13.050356969273436,80.19781130039459,13.050208333333334,80.19627,Highway_unknown,highway,,167.77,17
332,13.052226496462264,80.20382107831232,13.05273,80.20405666666667,Highway_unknown,highway,,61.53,12
333,13.055733405795362,80.20074653298403,13.054571666666666,80.20111333333334,Highway_unknown,highway,,135.15,14
334,13.0871973374509,80.25607003302764,13.0864,80.256125,Highway_unknown,highway,,88.86,14
335,13.083905883688864,80.25250600621762,13.081878333333334,80.252595,Highway_unknown,highway,,225.66,25
337,13.158242688111653,80.30184023961178,13.1581499,80.3019333,Highway_unknown,highway,,14.42,7
338,13.164360486136546,80.30021436552079,13.1641916,80.303405,Highway_unknown,highway,,345.97,18
339,12.9487043795385,80.19777289768822,12.9485666,80.197695,Highway_unknown,highway,,17.49,8
340,13.102654831936816,80.20105043829216,13.1033492,80.2010822,Highway_unknown,highway,,77.29,21
341,13.10415521148738,80.20711497310927,13.1035828,80.2067852,Highway_unknown,highway,,72.98,22
342,13.10856803800005,80.20166284684665,13.1094169,80.1968193,Highway_unknown,highway,,532.97,9
345,13.031818852078374,80.11022762245865,13.0317583,80.111135,Highway_unknown,highway,,98.53,10
346,13.026278358445598,80.11074976077117,13.0265416,80.1103416,Highway_unknown,highway,,53.03,14
347,12.815426416684256,79.705868220793,12.8103661,79.7061443,Highway_unknown,highway,,563.48,18
348,12.819318362683395,79.7009779905904,12.8221166,79.6988677,Highway_unknown,highway,,386.22,3
349,13.13553660411433,80.29265986995885,13.1341633,80.29715,Highway_unknown,highway,,509.63,20
351,12.86556827465967,80.07447728203138,12.8656766,80.074705,Highway_unknown,highway,,27.47,19
352,12.862668959615808,80.08206352140769,12.8653283,80.0749116,Highway_unknown,highway,,829.78,4
354,12.921753933139462,80.09209716584512,12.9215183,80.0921149,Highway_unknown,highway,,26.27,19
355,12.919107594865867,80.08741518047808,12.9197666,80.0873016,Highway_unknown,highway,,74.3,15
356,12.92062341929825,80.0961880044602,12.9222716,80.0958183,Highway_unknown,highway,,187.6,8
358,13.125083637809173,80.26137856052496,13.1249883,80.2591633,Highway_unknown,highway,,240.13,14
359,13.011831686520392,80.13753954828167,13.0151164,80.1357364,Highway_unknown,highway,,414.2,11
360,13.009152877065668,80.13056792120769,13.0117666,80.1295185,Highway_unknown,highway,,312.08,9
361,13.12612455891798,80.21825353267363,13.126585,80.21855333333333,Highway_unknown,highway,,60.62,24
362,13.13012861896823,80.22190350386451,13.1262171,80.2191829,Highway_unknown,highway,,525.33,6
363,13.036591646299073,79.8195932025565,13.0364733,79.81974,Highway_unknown,highway,,20.64,4
